image,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",158,168,172,191,5,0.16627120971679688,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",153,71,167,104,5,0.17737390100955963,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",42,119,61,149,5,0.1830253303050995,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",130,167,143,203,5,0.1904648244380951,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",174,80,188,103,5,0.2028941959142685,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",93,80,102,108,5,0.20353324711322784,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",157,124,169,148,5,0.21603251993656158,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",179,124,190,149,5,0.22249238193035126,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",132,126,146,148,5,0.22855117917060852,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",68,74,79,98,5,0.24272090196609497,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",170,39,183,59,5,0.2560567557811737,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",93,124,103,148,5,0.3557283282279968,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",106,35,123,55,5,0.3675456941127777,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",72,122,83,148,5,0.3715250492095947,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",45,30,56,51,5,0.37457066774368286,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",130,37,144,60,5,0.40718573331832886,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",152,38,165,58,5,0.4965780973434448,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",27,148,194,161,2,0.19522516429424286,212,215
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",27,129,178,148,9,0.10641742497682571,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",66,63,121,93,9,0.47983357310295105,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",133,107,141,125,8,0.10323647409677505,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",119,107,141,127,8,0.22470241785049438,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",62,64,81,80,5,0.10690885037183762,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",110,149,130,188,5,0.34108519554138184,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",83,62,96,81,5,0.3640316128730774,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",119,107,141,127,5,0.38074958324432373,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",72,107,113,129,5,0.4792710840702057,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",48,109,69,127,5,0.6203927397727966,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451510_+37.820444_-122.248913_10_690+MARIPOSA+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",0,6,197,202,1,0.3074730634689331,207,197
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",34,69,60,94,10,0.10907413065433502,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",68,69,95,91,8,0.11905951052904129,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",13,33,22,41,8,0.14146706461906433,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",1,29,11,53,8,0.1483898162841797,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",7,0,27,18,5,0.18894213438034058,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",20,32,44,44,5,0.19143308699131012,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",1,29,11,53,5,0.3578365743160248,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",6,72,31,96,5,0.3775402307510376,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",58,33,69,54,5,0.4107438325881958,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",71,32,92,52,5,0.7848950624465942,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",68,68,95,94,5,0.8434444665908813,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",1,14,99,30,2,0.11322428286075592,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560452672_+37.773506_-122.154058_10_8025+GREENRIDGE+DR+OAKLAND+Level-1---missing-data_cropped_house_0.jpg
",0,9,99,82,1,0.4637805223464966,100,99
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",377,152,420,190,8,0.13657619059085846,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",287,173,376,202,8,0.14435508847236633,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",257,88,282,107,5,0.12048239260911942,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",287,173,376,202,5,0.12625141441822052,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",121,290,142,337,5,0.13520774245262146,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",377,152,420,190,5,0.14992497861385345,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",307,243,363,331,5,0.1529824137687683,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",26,151,57,170,5,0.1877238154411316,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",442,126,477,142,5,0.19419756531715393,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",195,90,228,112,5,0.24839331209659576,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451449_+37.819396_-122.256693_10_407+FAIRMOUNT+AV+OAKLAND+Done---Level-1_cropped_house_0.jpg
",50,40,429,319,1,0.19079945981502533,337,506
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",133,85,195,124,10,0.1078634187579155,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",16,87,118,143,10,0.3431307077407837,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",191,29,205,50,8,0.133798748254776,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",171,29,187,51,8,0.14003980159759521,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",101,29,114,52,8,0.2849925756454468,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",130,28,145,42,5,0.1497597098350525,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",191,29,205,50,5,0.20187126100063324,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",83,29,117,53,5,0.2348039299249649,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",38,30,56,48,5,0.4152384102344513,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",171,26,204,52,5,0.4598446786403656,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",16,11,221,27,2,0.1020171120762825,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",0,69,238,84,2,0.2604770064353943,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",0,66,246,78,2,0.3513263761997223,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451394_+37.777174_-122.208812_10_2122+HIGH+ST+OAKLAND+Done---Level-1_cropped_house_0.jpg
",14,48,222,106,1,0.13204683363437653,148,246
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",54,110,91,159,8,0.11318756639957428,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",457,156,476,194,8,0.11603056639432907,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",525,242,536,279,8,0.15467515587806702,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",48,110,71,157,8,0.15557295083999634,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",133,117,147,165,8,0.16414420306682587,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",450,154,464,192,8,0.1713109165430069,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",587,172,598,204,8,0.18268980085849762,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",432,152,445,191,8,0.22876301407814026,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",259,132,277,178,8,0.23032702505588531,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",419,150,431,191,8,0.3019919991493225,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",237,172,277,180,7,0.11030469834804535,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",36,155,87,166,7,0.11728768795728683,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",329,211,366,219,7,0.1485505998134613,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",415,188,449,195,7,0.14960487186908722,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",94,161,148,172,7,0.30838337540626526,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",189,169,234,178,7,0.35198789834976196,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",419,150,431,191,5,0.11909376829862595,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",551,243,572,274,5,0.1287349909543991,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",587,172,598,204,5,0.12980107963085175,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",615,172,630,209,5,0.14494828879833221,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",623,244,635,279,5,0.15489421784877777,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",77,78,86,89,5,0.1718389242887497,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",598,244,619,280,5,0.1925107091665268,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",595,170,607,206,5,0.22315120697021484,354,636
"/home/ubuntu/logohunter/data/test/cropped_one/view_vulnerable_1560451309_+37.850406_-122.261100_10_6408+IRWIN+CT+OAKLAND+Done---Level-1_cropped_house_0.jpg
",457,156,476,194,5,0.2305382937192917,354,636
