image,xmin,ymin,xmax,ymax,label,confidence
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451492_+37.812391_-122.258004_10_200+MONTECITO+AV+OAKLAND+Done---Level-1.jpg
",14,21,634,460,0,0.9541779160499573
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452157_+37.792467_-122.211321_10_3055+CURRAN+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,300,179,430,0,0.11279226839542389
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452157_+37.792467_-122.211321_10_3055+CURRAN+AV+OAKLAND+Incomplete-Evaluation.jpg
",164,245,491,420,0,0.38215145468711853
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452633_+37.811331_-122.244233_10_750+RAND+AV+OAKLAND+Exempt---no-large-openings.jpg
",206,218,537,466,0,0.3436630070209503
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453055_+37.852747_-122.258565_10_6635+DANA+ST+OAKLAND+Incomplete-Evaluation.jpg
",488,266,640,422,0,0.10805730521678925
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453055_+37.852747_-122.258565_10_6635+DANA+ST+OAKLAND+Incomplete-Evaluation.jpg
",92,132,406,491,0,0.6478750705718994
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451434_+37.814111_-122.243866_10_859+WARFIELD+AV+OAKLAND+Done---Level-1.jpg
",7,196,101,460,0,0.12086828052997589
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451434_+37.814111_-122.243866_10_859+WARFIELD+AV+OAKLAND+Done---Level-1.jpg
",222,0,587,508,0,0.9863327741622925
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452795_+37.812717_-122.243561_10_800+YORK+ST+OAKLAND+Exempt---retrofitted.jpg
",177,129,618,464,0,0.5647193789482117
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452622_+37.814388_-122.258393_10_265+VERNON+ST+OAKLAND+Exempt---no-large-openings.jpg
",418,240,628,423,0,0.12147894501686096
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452622_+37.814388_-122.258393_10_265+VERNON+ST+OAKLAND+Exempt---no-large-openings.jpg
",0,183,308,499,0,0.38486623764038086
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451283_+37.814872_-122.252860_10_274+EUCLID+AV+OAKLAND+Done---Level-1.jpg
",0,112,640,415,0,0.646784782409668
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453190_+37.811489_-122.259484_10_140+MONTECITO+AV+OAKLAND+Incomplete-Evaluation.jpg
",108,141,566,482,0,0.8436290621757507
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453145_+37.761854_-122.171917_10_7940+BANCROFT+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,235,640,434,0,0.8580611348152161
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452126_+37.808361_-122.246832_10_607+BEACON+ST+OAKLAND+Incomplete-Evaluation.jpg
",0,185,640,498,0,0.9617974162101746
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452514_+37.816767_-122.265378_10_2801+SUMMIT+ST+OAKLAND+Done---Level-2-Required.jpg
",145,157,588,567,0,0.11133541911840439
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453064_+37.820326_-122.252263_10_561+OAKLAND+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,193,590,433,0,0.7506466507911682
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452825_+37.797085_-122.256306_10_1227+3RD+AV+OAKLAND+Exempt---city-inspection.jpg
",0,215,314,510,0,0.4281861186027527
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452825_+37.797085_-122.256306_10_1227+3RD+AV+OAKLAND+Exempt---city-inspection.jpg
",342,247,587,440,0,0.8152629733085632
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452545_+37.829842_-122.262006_10_466+41ST+ST+OAKLAND+Exempt---engineer's-letter.jpg
",486,156,632,463,0,0.11427497863769531
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452545_+37.829842_-122.262006_10_466+41ST+ST+OAKLAND+Exempt---engineer's-letter.jpg
",72,8,480,487,0,0.9679355621337891
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452992_+37.810015_-122.253961_10_417+STATEN+AV+OAKLAND+Incomplete-Evaluation.jpg
",365,249,629,419,0,0.11296942085027695
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452992_+37.810015_-122.253961_10_417+STATEN+AV+OAKLAND+Incomplete-Evaluation.jpg
",187,235,353,451,0,0.1192856878042221
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451620_+37.823879_-122.274286_10_854+33RD+ST+OAKLAND+Incomplete-Evaluation.jpg
",365,255,569,414,0,0.3076953589916229
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451411_+37.796504_-122.246715_10_1846+8TH+AV+OAKLAND+Done---Level-1.jpg
",32,56,563,434,0,0.9405260682106018
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453131_+37.812656_-122.251880_10_362+EUCLID+AV+OAKLAND+Incomplete-Evaluation.jpg
",109,162,637,488,0,0.5286202430725098
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451608_+37.797603_-122.220284_10_3186+MCKILLOP+RD+OAKLAND+Incomplete-Evaluation.jpg
",85,281,385,433,0,0.4803529977798462
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452328_+37.809431_-122.254253_10_435+STATEN+AV+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",310,188,628,460,0,0.11229096353054047
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452328_+37.809431_-122.254253_10_435+STATEN+AV+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",0,75,281,466,0,0.5716140866279602
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451437_+37.821015_-122.258530_10_3401+RICHMOND+BL+OAKLAND+Done---Level-1.jpg
",0,0,603,494,0,0.8602756857872009
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452988_+37.781855_-122.228422_10_1609+28TH+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,327,165,465,0,0.25532761216163635
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452988_+37.781855_-122.228422_10_1609+28TH+AV+OAKLAND+Incomplete-Evaluation.jpg
",420,272,624,420,0,0.3117138147354126
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452988_+37.781855_-122.228422_10_1609+28TH+AV+OAKLAND+Incomplete-Evaluation.jpg
",183,240,434,382,0,0.6953811645507812
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451796_+37.809953_-122.252909_10_415+BELLEVUE+AV+OAKLAND+Incomplete-Evaluation.jpg
",28,0,564,515,0,0.9931961894035339
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452973_+37.809832_-122.252280_10_420+BELLEVUE+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,142,640,481,0,0.9795191287994385
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451493_+37.819101_-122.252093_10_37+MOSS+AV+OAKLAND+Done---Level-1.jpg
",284,200,526,417,0,0.8618966937065125
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451424_+37.814723_-122.252794_10_276+EUCLID+AV+OAKLAND+Done---Level-1.jpg
",419,247,633,440,0,0.1830412745475769
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451424_+37.814723_-122.252794_10_276+EUCLID+AV+OAKLAND+Done---Level-1.jpg
",36,124,435,462,0,0.6329450011253357
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452561_+37.819760_-122.249689_10_612+MARIPOSA+AV+OAKLAND+Exempt---engineer's-letter.jpg
",0,142,640,468,0,0.9670099020004272
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452352_+37.817358_-122.250045_10_505+CHETWOOD+ST+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",0,194,602,431,0,0.7843143343925476
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453156_+37.777856_-122.223943_10_3314+FARNAM+ST+OAKLAND+Incomplete-Evaluation.jpg
",0,3,547,546,0,0.9754358530044556
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453079_+37.767829_-122.167273_10_7716+NEY+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,246,224,408,0,0.22657588124275208
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452968_+37.811673_-122.253746_10_366+STATEN+AV+OAKLAND+Incomplete-Evaluation.jpg
",146,149,589,436,0,0.9170106649398804
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451741_+37.820985_-122.248473_10_748+OAKLAND+AV+OAKLAND+Incomplete-Evaluation.jpg
",100,0,640,499,0,0.255704790353775
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451661_+37.813697_-122.244321_10_827+WARFIELD+AV+OAKLAND+Incomplete-Evaluation.jpg
",1,11,583,477,0,0.9360881447792053
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452310_+37.809778_-122.256567_10_444+LEE+ST+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",490,119,636,487,0,0.11088404804468155
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452310_+37.809778_-122.256567_10_444+LEE+ST+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",54,0,478,521,0,0.9815101027488708
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451757_+37.825982_-122.255205_10_3873+HOWE+ST+OAKLAND+Incomplete-Evaluation.jpg
",17,202,276,392,0,0.4259849488735199
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451757_+37.825982_-122.255205_10_3873+HOWE+ST+OAKLAND+Incomplete-Evaluation.jpg
",379,213,599,397,0,0.8083361983299255
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451512_+37.827302_-122.252333_10_4138+HOWE+ST+OAKLAND+Done---Level-1.jpg
",379,275,615,465,0,0.34315401315689087
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451512_+37.827302_-122.252333_10_4138+HOWE+ST+OAKLAND+Done---Level-1.jpg
",182,274,369,459,0,0.5597480535507202
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452641_+37.805874_-122.249408_10_441+MERRITT+AV+OAKLAND+Exempt---no-large-openings.jpg
",0,290,156,498,0,0.15583378076553345
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452641_+37.805874_-122.249408_10_441+MERRITT+AV+OAKLAND+Exempt---no-large-openings.jpg
",137,10,604,528,0,0.8529823422431946
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451684_+37.800583_-122.250051_10_240+ATHOL+AV+OAKLAND+Incomplete-Evaluation.jpg
",47,241,246,428,0,0.605071485042572
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451710_+37.840233_-122.282144_10_1089+57TH+ST+OAKLAND+Incomplete-Evaluation.jpg
",79,53,636,449,0,0.9037245512008667
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451960_+37.814971_-122.255382_10_220+PERKINS+ST+OAKLAND+Incomplete-Evaluation.jpg
",134,137,601,480,0,0.9536852240562439
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451772_+37.820326_-122.252263_10_561+OAKLAND+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,193,590,433,0,0.7506466507911682
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452132_+37.785884_-122.222136_10_2317+FRUITVALE+AV+OAKLAND+Incomplete-Evaluation.jpg
",461,264,638,456,0,0.11090850085020065
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452132_+37.785884_-122.222136_10_2317+FRUITVALE+AV+OAKLAND+Incomplete-Evaluation.jpg
",20,150,448,468,0,0.7924790382385254
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452832_+37.793341_-122.217329_10_2858+BROOKDALE+AV+OAKLAND+Incomplete-Evaluation.jpg
",270,316,416,428,0,0.2327803522348404
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452832_+37.793341_-122.217329_10_2858+BROOKDALE+AV+OAKLAND+Incomplete-Evaluation.jpg
",469,256,640,417,0,0.33455321192741394
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452999_+37.818562_-122.248796_10_230+SANTA+ROSA+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,177,432,451,0,0.8571409583091736
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452708_+37.805213_-122.229675_10_3761+BOULEVARD+WY+OAKLAND+Level-1---missing-data.jpg
",0,114,233,480,0,0.1573903113603592
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452708_+37.805213_-122.229675_10_3761+BOULEVARD+WY+OAKLAND+Level-1---missing-data.jpg
",401,28,640,464,0,0.1603340357542038
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452547_+37.802786_-122.252674_10_269+HANOVER+AV+OAKLAND+Exempt---engineer's-letter.jpg
",0,5,640,482,0,0.9400277733802795
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452836_+37.812040_-122.243382_10_777+RAND+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,125,640,493,0,0.9705867767333984
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452331_+37.804488_-122.247619_10_624+BROOKLYN+AV+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",20,21,514,527,0,0.9506478309631348
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452447_+37.813330_-122.257300_10_266+ADAMS+ST+OAKLAND+Done---Level-2-Required.jpg
",0,161,640,448,0,0.8647435903549194
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451639_+37.779010_-122.217184_10_3739+FOOTHILL+BL+OAKLAND+Incomplete-Evaluation.jpg
",480,251,628,435,0,0.18073822557926178
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451639_+37.779010_-122.217184_10_3739+FOOTHILL+BL+OAKLAND+Incomplete-Evaluation.jpg
",273,229,476,438,0,0.4993245601654053
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453176_+37.778501_-122.207558_10_2212+HIGH+ST+OAKLAND+Incomplete-Evaluation.jpg
",419,333,640,474,0,0.1292121410369873
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453176_+37.778501_-122.207558_10_2212+HIGH+ST+OAKLAND+Incomplete-Evaluation.jpg
",250,333,429,444,0,0.3236602246761322
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453168_+37.781438_-122.230326_10_1500+27TH+AV+OAKLAND+Incomplete-Evaluation.jpg
",227,241,490,422,0,0.7526354193687439
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452967_+37.809647_-122.253383_10_424+STATEN+AV+OAKLAND+Incomplete-Evaluation.jpg
",119,96,617,516,0,0.9819908738136292
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452539_+37.805012_-122.249282_10_501+WESLEY+AV+OAKLAND+Done---Level-2-Required.jpg
",97,90,436,508,0,0.4949100613594055
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452347_+37.802066_-122.239566_10_2657+IVY+DR+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",0,246,146,431,0,0.36556994915008545
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452347_+37.802066_-122.239566_10_2657+IVY+DR+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",145,221,480,460,0,0.9378598928451538
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452751_+37.836229_-122.258785_10_5005+SHAFTER+AV+OAKLAND+Level-2---Missing-slope.jpg
",172,253,554,444,0,0.8798129558563232
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452969_+37.809778_-122.256567_10_444+LEE+ST+OAKLAND+Incomplete-Evaluation.jpg
",490,119,636,487,0,0.11088404804468155
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452969_+37.809778_-122.256567_10_444+LEE+ST+OAKLAND+Incomplete-Evaluation.jpg
",54,0,478,521,0,0.9815101027488708
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451385_+37.802871_-122.248601_10_350+NEWTON+AV+OAKLAND+Done---Level-1.jpg
",0,138,596,468,0,0.548285722732544
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451799_+37.813110_-122.252080_10_350+EUCLID+AV+OAKLAND+Incomplete-Evaluation.jpg
",2,211,202,416,0,0.19610200822353363
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451799_+37.813110_-122.252080_10_350+EUCLID+AV+OAKLAND+Incomplete-Evaluation.jpg
",203,163,513,461,0,0.3445107936859131
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453122_+37.829638_-122.260891_10_418+41ST+ST+OAKLAND+Incomplete-Evaluation.jpg
",390,168,640,425,0,0.42835214734077454
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453122_+37.829638_-122.260891_10_418+41ST+ST+OAKLAND+Incomplete-Evaluation.jpg
",52,126,352,478,0,0.6510791182518005
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452550_+37.824722_-122.248677_10_791+KINGSTON+AV+OAKLAND+Exempt---engineer's-letter.jpg
",428,260,633,459,0,0.11180994659662247
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452550_+37.824722_-122.248677_10_791+KINGSTON+AV+OAKLAND+Exempt---engineer's-letter.jpg
",17,98,398,456,0,0.5561080574989319
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453126_+37.822051_-122.249858_10_3933+HARRISON+ST+OAKLAND+Incomplete-Evaluation.jpg
",186,67,625,470,0,0.26745229959487915
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452570_+37.811905_-122.253391_10_369+BELLEVUE+AV+OAKLAND+Exempt---engineer's-letter.jpg
",184,171,614,436,0,0.6496371030807495
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452457_+37.817950_-122.260045_10_245+FAIRMOUNT+AV+OAKLAND+Done---Level-2-Required.jpg
",29,193,622,483,0,0.2962191104888916
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452457_+37.817950_-122.260045_10_245+FAIRMOUNT+AV+OAKLAND+Done---Level-2-Required.jpg
",249,239,622,436,0,0.575000524520874
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452440_+37.797319_-122.229262_10_1948+E+29TH+ST+OAKLAND+Done---Level-2-Required.jpg
",0,299,148,447,0,0.1292995810508728
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452440_+37.797319_-122.229262_10_1948+E+29TH+ST+OAKLAND+Done---Level-2-Required.jpg
",135,208,401,484,0,0.3159094452857971
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452440_+37.797319_-122.229262_10_1948+E+29TH+ST+OAKLAND+Done---Level-2-Required.jpg
",414,197,634,407,0,0.3899087607860565
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453031_+37.774059_-122.179361_10_6400+MACARTHUR+BL+OAKLAND+Incomplete-Evaluation.jpg
",48,249,294,444,0,0.4624929428100586
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453031_+37.774059_-122.179361_10_6400+MACARTHUR+BL+OAKLAND+Incomplete-Evaluation.jpg
",326,303,521,480,0,0.5585547685623169
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453095_+37.813110_-122.252080_10_350+EUCLID+AV+OAKLAND+Incomplete-Evaluation.jpg
",2,211,202,416,0,0.19610200822353363
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453095_+37.813110_-122.252080_10_350+EUCLID+AV+OAKLAND+Incomplete-Evaluation.jpg
",203,163,513,461,0,0.3445107936859131
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451369_+37.787896_-122.210066_10_3502+BROOKDALE+AV+OAKLAND+Done---Level-1.jpg
",112,275,223,388,0,0.14626793563365936
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451369_+37.787896_-122.210066_10_3502+BROOKDALE+AV+OAKLAND+Done---Level-1.jpg
",291,186,629,441,0,0.4639090299606323
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452575_+37.802867_-122.237562_10_809+E+28TH+ST+OAKLAND+Exempt---engineer's-letter.jpg
",187,140,549,523,0,0.10207205265760422
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452575_+37.802867_-122.237562_10_809+E+28TH+ST+OAKLAND+Exempt---engineer's-letter.jpg
",23,184,200,417,0,0.2261570543050766
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452999_+37.818891_-122.259255_10_110+FRISBIE+ST+OAKLAND+Incomplete-Evaluation.jpg
",119,191,613,478,0,0.7795711159706116
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451735_+37.765237_-122.168061_10_2767+79TH+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,339,267,471,0,0.13930711150169373
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451598_+37.794908_-122.233655_10_1860+E+25TH+ST+OAKLAND+Done---Level-1.jpg
",0,193,165,408,0,0.22255022823810577
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451598_+37.794908_-122.233655_10_1860+E+25TH+ST+OAKLAND+Done---Level-1.jpg
",301,79,640,456,0,0.5666624903678894
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452521_+37.803212_-122.239915_10_886+CLEVELAND+ST+OAKLAND+Done---Level-2-Required.jpg
",0,20,252,457,0,0.188182532787323
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452521_+37.803212_-122.239915_10_886+CLEVELAND+ST+OAKLAND+Done---Level-2-Required.jpg
",294,117,565,444,0,0.3973243236541748
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451540_+37.803015_-122.251622_10_315+HANOVER+AV+OAKLAND+Done---Level-1.jpg
",66,4,589,478,0,0.97953861951828
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451706_+37.812556_-122.244910_10_750+WARFIELD+AV+OAKLAND+Incomplete-Evaluation.jpg
",194,0,544,474,0,0.19759856164455414
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451487_+37.773877_-122.213404_10_1627+HIGH+ST+OAKLAND+Done---Level-1.jpg
",236,27,622,507,0,0.7562087774276733
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452799_+37.827737_-122.260279_10_3909+SHAFTER+AV+OAKLAND+Exempt---retrofitted.jpg
",58,0,482,530,0,0.9503400921821594
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451399_+37.800327_-122.241137_10_2430+8TH+AV+OAKLAND+Done---Level-1.jpg
",134,0,542,523,0,0.9719483852386475
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452752_+37.812054_-122.257629_10_280+LENOX+AV+OAKLAND+Level-2---Missing-slope.jpg
",202,229,640,435,0,0.8544309139251709
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452382_+37.811978_-122.252745_10_374+BELLEVUE+AV+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",171,185,419,464,0,0.27460142970085144
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453143_+37.816072_-122.253435_10_415+ADAMS+ST+OAKLAND+Incomplete-Evaluation.jpg
",316,240,559,408,0,0.7458766102790833
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453178_+37.812676_-122.248997_10_411+SANTA+CLARA+AV+OAKLAND+Incomplete-Evaluation.jpg
",81,187,472,422,0,0.8196831345558167
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451964_+37.812656_-122.251880_10_362+EUCLID+AV+OAKLAND+Incomplete-Evaluation.jpg
",109,162,637,488,0,0.5286202430725098
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453195_+37.800327_-122.215094_10_2240+MACARTHUR+BL+OAKLAND+Incomplete-Evaluation.jpg
",18,123,402,501,0,0.8469936847686768
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453191_+37.812268_-122.259237_10_171+MONTECITO+AV+OAKLAND+Incomplete-Evaluation.jpg
",535,206,631,443,0,0.11448639631271362
