,image,xmin,ymin,xmax,ymax,label,code,image_path
17,cmp_b0001.jpg,171.00155999999998,262.00064,202.00143,298.00448,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
18,cmp_b0001.jpg,127.00227,263.00416,158.00214,298.99776,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
19,cmp_b0001.jpg,129.00051,336.9984,159.00126,373.00224,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
20,cmp_b0001.jpg,172.00068,336.9984,202.00143,373.00224,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
21,cmp_b0001.jpg,238.00233,338.9952,267.99765,374.99904,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
22,cmp_b0001.jpg,281.0025,338.9952,310.99782,374.99904,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
23,cmp_b0001.jpg,345.9996,336.9984,376.00035,373.00224,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
24,cmp_b0001.jpg,384.99786,338.00192,415.99773,373.99552,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
25,cmp_b0001.jpg,475.00011,341.00224,506.9991,376.99584,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
26,cmp_b0001.jpg,476.99834999999996,268.00128,506.9991,304.00512,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
27,cmp_b0001.jpg,32.999739,263.00416,66.00165,298.99776,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
28,cmp_b0001.jpg,32.999739,336.9984,67.99989000000001,373.00224,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
29,cmp_b0001.jpg,38.000226,416.0,67.99989000000001,452.00384,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
30,cmp_b0001.jpg,35.000151,492.00128,68.99901,527.99488,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
31,cmp_b0001.jpg,38.999888999999996,568.00256,69.99813,603.99616,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
32,cmp_b0001.jpg,40.000094999999995,643.00032,71.00268,679.00416,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
33,cmp_b0001.jpg,129.99963,414.0032,160.99949999999998,449.9968,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
34,cmp_b0001.jpg,172.00068,414.0032,202.00143,449.9968,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
35,cmp_b0001.jpg,173.99892,490.00448,203.99967,525.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
36,cmp_b0001.jpg,129.99963,490.00448,160.99949999999998,525.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
37,cmp_b0001.jpg,129.00051,565.99552,160.00037999999998,601.99936,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
38,cmp_b0001.jpg,173.99892,566.99904,203.99967,603.00288,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
39,cmp_b0001.jpg,236.99778,414.99648,267.99765,451.00032,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
40,cmp_b0001.jpg,281.0025,414.0032,312.00237000000004,449.9968,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
41,cmp_b0001.jpg,345.00048000000004,416.0,376.00035,452.00384,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
42,cmp_b0001.jpg,388.00065,414.99648,419.00052,451.00032,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
43,cmp_b0001.jpg,474.00099,414.99648,508.99734,452.99712,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
44,cmp_b0001.jpg,474.00099,490.00448,507.99822,527.99488,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
45,cmp_b0001.jpg,387.00153,490.00448,418.00140000000005,525.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
46,cmp_b0001.jpg,346.99872000000005,490.00448,376.99947,525.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
47,cmp_b0001.jpg,279.99795,490.00448,309.9987,525.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
48,cmp_b0001.jpg,240.00057,490.99776,270.00132,527.0016,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
49,cmp_b0001.jpg,476.99834999999996,565.00224,506.9991,600.99584,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
50,cmp_b0001.jpg,389.99889,565.99552,419.99963999999994,601.99936,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
51,cmp_b0001.jpg,345.00048000000004,565.99552,376.00035,601.99936,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
52,cmp_b0001.jpg,281.0025,565.00224,310.99782,600.99584,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
53,cmp_b0001.jpg,239.00145,566.99904,270.00132,603.00288,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
54,cmp_b0001.jpg,474.00099,711.99744,505.00086,748.00128,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
55,cmp_b0001.jpg,476.99834999999996,638.99648,507.99822,675.00032,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
56,cmp_b0001.jpg,43.00017,717.0048,74.00004000000001,752.9984,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
57,cmp_b0001.jpg,46.000245,795.00288,76.9974,836.99712,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
58,cmp_b0001.jpg,46.000245,795.00288,76.9974,848.9984,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
59,cmp_b0001.jpg,474.00099,787.99872,504.00174,828.99968,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
60,cmp_b0001.jpg,142.99904999999998,717.0048,198.99864,754.00192,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
61,cmp_b0001.jpg,141.99993,641.00352,195.00216,682.00448,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
62,cmp_b0001.jpg,250.00262999999998,641.00352,302.99943,682.99776,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
63,cmp_b0001.jpg,356.00166,638.0032,408.99846,679.99744,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
64,cmp_b0001.jpg,355.00254,713.00096,408.99846,754.00192,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
65,cmp_b0001.jpg,251.00175,713.00096,304.99767,754.9952,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
66,cmp_b0001.jpg,146.00184000000002,792.00256,197.0004,841.00096,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
67,cmp_b0001.jpg,252.00087,790.99904,302.99943,844.00128,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
68,cmp_b0001.jpg,356.00166,789.99552,407.00022,842.99776,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
69,cmp_b0001.jpg,252.99999,39.999488,278.99883,67.00032,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
70,cmp_b0001.jpg,190.00113,39.000064,215.99997,65.999872,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
71,cmp_b0001.jpg,152.00199,35.999744,178.00083,62.999552,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
72,cmp_b0001.jpg,289.00088999999997,40.999936,314.99973,67.999744,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
73,cmp_b0001.jpg,351.00063,42.999808,376.99947,71.000064,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
74,cmp_b0001.jpg,389.99889,44.000256,415.99773,71.000064,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
75,cmp_b0001.jpg,43.00017,953.99936,82.99755,1013.99552,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
76,cmp_b0001.jpg,467.00172000000003,943.0016,505.00086,996.99712,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
77,cmp_b0001.jpg,142.99904999999998,891.00288,209.00070000000002,1001.00096,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
78,cmp_b0001.jpg,246.00072,888.99584,312.00237000000004,998.00064,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
79,cmp_b0001.jpg,346.99872000000005,888.00256,413.00037,996.99712,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0001.jpg
1,cmp_b0002.jpg,63.9984,259.00032,97.99954,333.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
2,cmp_b0002.jpg,179.99948,257.9968,214.00062,332.00128,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
3,cmp_b0002.jpg,293.99861999999996,254.99648,327.99976,330.00448,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
4,cmp_b0002.jpg,62.99941999999999,367.0016,97.00056,441.99936,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
5,cmp_b0002.jpg,175.99958,367.0016,210.00072,441.99936,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
6,cmp_b0002.jpg,296.00056,365.99808,328.99874,440.99584,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
7,cmp_b0002.jpg,291.00168,475.00288,326.0018,553.00096,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
8,cmp_b0002.jpg,178.00152,475.99616,213.00164,553.00096,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
9,cmp_b0002.jpg,62.99941999999999,476.99968,97.00056,554.00448,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
10,cmp_b0002.jpg,59.9985,589.99808,100.00147999999999,687.0016,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
11,cmp_b0002.jpg,175.99958,591.0016,215.99858,688.00512,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
12,cmp_b0002.jpg,287.00178,589.0048,330.0017,685.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
13,cmp_b0002.jpg,58.00054,725.99552,104.00138,818.00192,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
14,cmp_b0002.jpg,171.99967999999998,725.00224,218.00052,816.9984,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
15,cmp_b0002.jpg,284.99984,723.99872,331.00068,816.00512,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
16,cmp_b0002.jpg,37.00007,158.0032,53.00166,208.9984,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
17,cmp_b0002.jpg,108.00128,158.0032,124.99986000000001,208.9984,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
18,cmp_b0002.jpg,152.99916,156.99968,168.99876,207.0016,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
19,cmp_b0002.jpg,222.9994,155.99616,238.99900000000002,205.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
20,cmp_b0002.jpg,268.00126,155.99616,284.00086,207.0016,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
21,cmp_b0002.jpg,338.00149999999996,153.99936,358.001,205.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
22,cmp_b0002.jpg,61.001459999999994,156.99968,100.00147999999999,208.9984,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
23,cmp_b0002.jpg,175.99958,155.00288,214.99960000000002,207.0016,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
24,cmp_b0002.jpg,291.00168,153.99936,330.0017,205.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
25,cmp_b0002.jpg,153.99814,892.99968,234.00012,1019.00288,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
81,cmp_b0002.jpg,63.9984,891.99616,97.99954,970.99776,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
82,cmp_b0002.jpg,288.99974000000003,885.99552,327.00077999999996,973.0048,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0002.jpg
3,cmp_b0003.jpg,402.9952,232.99957,437.99552,299.99935,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
4,cmp_b0003.jpg,646.00064,234.00083999999998,676.99712,299.99935,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
5,cmp_b0003.jpg,56.999936,76.99901,88.000512,140.99947,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
6,cmp_b0003.jpg,166.00064,76.99901,198.00064,142.00074,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
7,cmp_b0003.jpg,306.00192,76.99901,336.9984,142.00074,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
8,cmp_b0003.jpg,55.000064,160.99793,83.999744,231.00152000000003,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
9,cmp_b0003.jpg,167.00416,160.99793,196.00384,231.00152000000003,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
10,cmp_b0003.jpg,306.00192,163.00047,338.9952,227.00092999999998,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
11,cmp_b0003.jpg,304.00512,252.00125,338.9952,320.99908,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
12,cmp_b0003.jpg,161.9968,250.99998,199.00416,323.9984,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
13,cmp_b0003.jpg,53.000192,252.00125,90.000384,324.99967,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
14,cmp_b0003.jpg,242.00192,78.00028,263.99744,119.99974,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
15,cmp_b0003.jpg,242.9952,161.9992,263.99744,207.99925,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
16,cmp_b0003.jpg,242.00192,252.99803,263.00416,298.99807999999996,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
17,cmp_b0003.jpg,388.00384,71.00037,402.9952,104.99865,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
18,cmp_b0003.jpg,411.99616,71.00037,426.99776,104.99865,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
19,cmp_b0003.jpg,435.99872,71.00037,451.00032,104.99865,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
20,cmp_b0003.jpg,510.99648,68.99783000000001,525.99808,105.99992,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
21,cmp_b0003.jpg,531.99872,72.00164,547.00032,105.99992,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
22,cmp_b0003.jpg,556.00128,72.00164,571.00288,105.99992,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
23,cmp_b0003.jpg,629.00224,72.99842,644.00384,107.00119,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
24,cmp_b0003.jpg,652.00128,72.99842,667.00288,107.00119,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
25,cmp_b0003.jpg,675.00032,72.99842,690.00192,107.00119,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
26,cmp_b0003.jpg,405.99552,132.99829,434.9952,184.0002,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
27,cmp_b0003.jpg,646.00064,133.99956,675.00032,185.00147,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
28,cmp_b0003.jpg,504.99584,132.99829,525.99808,182.99893,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
29,cmp_b0003.jpg,530.00192,132.99829,550.00064,184.0002,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
30,cmp_b0003.jpg,556.00128,132.99829,576.0,182.99893,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
31,cmp_b0003.jpg,399.0016,341.99881,443.00288,408.00181,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
32,cmp_b0003.jpg,640.0,340.00076,682.99776,405.99926999999997,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
33,cmp_b0003.jpg,519.99744,224.00161,562.9952,294.00070999999997,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
34,cmp_b0003.jpg,868.00384,73.99969,888.00256,114.00110000000001,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
35,cmp_b0003.jpg,868.99712,150.99869999999999,888.99584,192.00138,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
36,cmp_b0003.jpg,868.99712,232.99957,891.00288,280.00089,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
37,cmp_b0003.jpg,830.99648,150.00191999999998,850.9952,191.00011,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
38,cmp_b0003.jpg,828.99968,72.99842,848.9984,114.00110000000001,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
39,cmp_b0003.jpg,830.99648,235.00211000000002,850.9952,280.00089,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
40,cmp_b0003.jpg,832.0,54.00123,844.00128,59.99987,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
41,cmp_b0003.jpg,871.99744,54.00123,882.9952,59.99987,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
42,cmp_b0003.jpg,763.00288,52.99996,774.00064,58.998599999999996,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
43,cmp_b0003.jpg,754.00192,71.00037,784.9984,132.00151,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
44,cmp_b0003.jpg,754.9952,150.00191999999998,786.9952,213.00110999999998,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
45,cmp_b0003.jpg,754.00192,234.00083999999998,790.99904,303.99994,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
46,cmp_b0003.jpg,931.00032,234.00083999999998,961.00352,276.00030000000004,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
47,cmp_b0003.jpg,932.00384,154.99929,966.00064,211.99984,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
48,cmp_b0003.jpg,512.0,337.00144,574.0032,432.00086,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
49,cmp_b0003.jpg,825.99936,362.00176,857.99936,423.99968,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
50,cmp_b0003.jpg,242.00192,366.99913000000004,263.99744,440.00204,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
132,cmp_b0003.jpg,39.000064,358.99795,103.00416,446.00068,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
133,cmp_b0003.jpg,149.99552,356.9999,213.00224,444.99941,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
134,cmp_b0003.jpg,292.00384,356.9999,355.00032,439.00077,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
135,cmp_b0003.jpg,918.99904,334.00212,976.9984,423.99968,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
136,cmp_b0003.jpg,740.99712,334.00212,803.00032,429.99832,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
137,cmp_b0003.jpg,585.00096,379.0009,615.00416,393.00072,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
138,cmp_b0003.jpg,586.99776,334.00212,608.0,348.99872,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0003.jpg
1,cmp_b0004.jpg,78.000128,90.00275,132.00384,160.00105,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0004.jpg
2,cmp_b0004.jpg,184.99584,89.0008,237.99808,158.9991,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0004.jpg
3,cmp_b0004.jpg,289.9968,87.99884999999999,344.00256,157.99715,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0004.jpg
4,cmp_b0004.jpg,658.9952,89.0008,713.00096,158.9991,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0004.jpg
5,cmp_b0004.jpg,766.99648,93.99673000000001,821.00224,164.00194,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0004.jpg
6,cmp_b0004.jpg,874.00448,96.00063,926.99648,167.00088,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0004.jpg
