image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,155,50,171,85,0,0.4765019416809082,268,234
view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,91,52,101,82,0,0.49943917989730835,268,234
view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,103,167,119,195,0,0.5274651050567627,268,234
view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,154,169,170,197,0,0.5368991494178772,268,234
view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,89,108,99,140,0,0.5400893688201904,268,234
view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,157,107,171,143,0,0.5625951290130615,268,234
view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,237,55,254,89,0,0.5666026473045349,268,234
view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,33,45,48,77,0,0.6026925444602966,268,234
view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_0_410+FAIR+OAKS+ST+SAN+FRANCISCO+Exempt-from-the-Program_cropped_house_0.jpg,30,103,45,137,0,0.6180986166000366,268,234
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,530,7,560,62,0,0.14820879697799683,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,33,7,115,58,0,0.5955806970596313,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,398,3,481,56,0,0.6211848258972168,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,174,5,237,53,0,0.6222043037414551,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,277,0,340,55,0,0.6609297394752502,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,405,230,507,318,0,0.7262019515037537,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,21,105,114,167,0,0.8491174578666687,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,215,223,275,319,0,0.8542909026145935,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,0,235,98,315,0,0.9441934823989868,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,268,105,344,163,0,0.9507519006729126,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,105,227,201,321,0,0.9517304301261902,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,166,102,243,164,0,0.9596537947654724,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,395,105,487,162,0,0.9604526162147522,563,323
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_house_0.jpg,287,233,377,316,0,0.9746111035346985,563,323
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,180,247,228,294,1,0.31209808588027954,404,297
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,189,101,209,140,0,0.3224945664405823,404,297
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,99,107,113,146,0,0.33365505933761597,404,297
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,277,99,302,144,0,0.3751407861709595,404,297
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,301,30,322,68,0,0.38314539194107056,404,297
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,217,102,229,143,0,0.41940394043922424,404,297
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,99,36,114,76,0,0.4331974983215332,404,297
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,63,250,144,292,0,0.45899394154548645,404,297
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,166,174,183,218,0,0.4623103141784668,404,297
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,52,39,65,77,0,0.46299660205841064,404,297
view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/House_Cropping_Results/view_vulnerable_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_house_0.jpg,164,102,179,144,0,0.47439903020858765,404,297
